순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김태연,한화,0.318,33,76,84,0.90,2,0.60,3.88,0.168,61.3,0.299
2,황영묵,한화,0.307,13,90,62,1.45,5,0.38,3.62,0.080,34.7,0.254
3,안치홍,한화,0.300,28,102,124,0.82,6,0.71,3.90,0.128,65.9,0.276
4,박상언,한화,0.286,3,6,12,0.50,0,0.75,4.02,0.071,7.4,0.28
5,하주석,한화,0.284,9,27,24,1.13,1,0.26,3.39,0.101,13.3,0.246
6,페라자,한화,0.283,44,81,81,1.00,5,0.42,3.95,0.226,66.0,0.289
7,노시환,한화,0.279,37,88,115,0.77,5,0.43,3.89,0.196,71.8,0.279
8,채은성,한화,0.271,37,83,109,0.76,5,0.47,3.77,0.201,54.0,0.27
9,이도윤,한화,0.270,10,75,73,1.03,6,0.54,3.68,0.056,28.4,0.228
10,이재원,한화,0.269,3,26,38,0.68,0,0.40,3.17,0.029,10.8,0.215
11,최인호,한화,0.268,14,58,48,1.21,3,0.77,3.96,0.098,25.6,0.251
12,최재훈,한화,0.264,13,59,63,0.94,0,0.67,4.16,0.088,34.7,0.264
13,김인환,한화,0.262,1,21,21,1.00,2,0.25,3.68,0.036,7.5,0.214
14,문현빈,한화,0.250,16,48,50,0.96,2,0.43,3.77,0.138,21.4,0.241
15,장진혁,한화,0.247,15,50,40,1.25,2,0.41,4.03,0.145,25.3,0.246
16,이원석,한화,0.240,5,30,34,0.88,0,0.52,3.96,0.050,12.6,0.219
17,김강민,한화,0.224,1,14,24,0.58,0,0.38,3.72,0.039,7.3,0.211
18,유로결,한화,0.214,0,5,4,1.25,0,1.00,3.69,0.000,0.5,0.194
19,이진영,한화,0.200,4,14,12,1.17,0,0.33,4.27,0.073,4.6,0.204
20,정은원,한화,0.172,5,22,15,1.47,0,0.81,4.37,0.125,7.6,0.215
21,임종찬,한화,0.158,5,12,17,0.71,2,0.32,3.66,0.123,3.1,0.183
22,이상혁,한화,0.143,0,5,0,-,0,1.00,3.50,0.000,0.5,0.148
23,김서현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,박상원,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이명기,한화,0.000,0,2,2,1.00,0,0.00,3.63,0.000,-0.6,0.0
23,장규현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,주현상,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
