순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김규성,KIA,0.500,6,4,2,1,1,1,0,0,2,2,0,0,2,0,0,1,0,1.000,0.750,1.750,0,0.5,0.0
1,한승택,KIA,0.500,7,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.500,0.667,1.167,0,0.0,0.5
3,김도영,KIA,0.341,114,507,443,111,151,25,6,31,281,89,1,5,54,5,4,95,5,0.634,0.413,1.047,46,0.319,0.5
4,한준수,KIA,0.314,93,265,239,31,75,19,0,4,106,33,0,6,18,1,2,41,5,0.444,0.358,0.802,14,0.27,0.348
5,이우성,KIA,0.310,85,352,313,51,97,12,1,8,135,48,0,2,34,0,3,65,11,0.431,0.381,0.812,24,0.314,1.0
6,박정우,KIA,0.303,47,36,33,10,10,3,1,0,15,7,0,0,3,0,0,4,2,0.455,0.361,0.816,1,0.5,0.667
7,소크라테스,KIA,0.303,116,503,456,78,138,24,3,23,237,79,0,5,38,4,4,79,6,0.520,0.358,0.878,40,0.328,0.0
8,홍종표,KIA,0.302,81,106,96,22,29,4,3,0,39,10,3,0,6,0,1,28,0,0.406,0.350,0.756,5,0.31,0.4
9,최원준,KIA,0.298,112,430,373,64,111,21,3,8,162,50,6,1,42,0,8,59,6,0.434,0.380,0.814,32,0.316,0.364
10,변우혁,KIA,0.297,48,129,118,16,35,5,2,4,56,14,0,1,8,0,2,36,6,0.475,0.349,0.824,10,0.265,0.2
11,박찬호,KIA,0.295,107,461,413,64,122,18,1,2,148,42,6,6,35,1,1,37,7,0.358,0.347,0.705,37,0.325,0.5
12,고종욱,KIA,0.292,22,27,24,3,7,2,0,1,12,4,0,0,3,0,0,4,2,0.500,0.370,0.870,0,0.222,0.4
13,김선빈,KIA,0.289,95,381,342,37,99,14,0,8,137,42,4,0,29,0,5,35,12,0.401,0.354,0.755,29,0.313,0.5
14,황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0.429,0.286,0.715,1,0.333,0.0
15,나성범,KIA,0.285,84,356,316,41,90,16,1,17,159,68,0,5,34,1,0,83,7,0.503,0.349,0.852,27,0.304,0.0
16,최형우,KIA,0.281,99,419,367,59,103,21,2,19,185,93,0,3,44,4,5,73,4,0.504,0.363,0.867,29,0.333,0.5
17,서건창,KIA,0.278,81,223,180,35,50,11,1,1,66,20,3,2,35,0,3,27,2,0.367,0.400,0.767,8,0.309,0.235
18,박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0,1,0,0,7,0,0.414,0.300,0.714,2,0.3,1.0
19,김태군,KIA,0.270,83,222,196,20,53,6,0,6,77,30,8,0,10,0,8,21,12,0.393,0.332,0.725,14,0.246,0.25
20,이창진,KIA,0.260,92,224,169,32,44,8,0,1,55,13,5,4,44,0,2,32,5,0.325,0.411,0.736,10,0.146,0.429
21,예진원,KIA,0.211,22,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0.263,0.286,0.549,0,0.0,0.0
22,김호령,KIA,0.147,43,39,34,6,5,0,0,1,8,3,0,0,5,0,0,17,0,0.235,0.256,0.491,0,0.25,0.25
23,곽도규,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김두현,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
23,김사윤,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김승현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이형범,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,전상현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,정해영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,최지민,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,황동하,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
