순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,김도영,KIA,129,42,38,4,90.5,5,1
2,최원준,KIA,125,29,21,8,72.4,3,1
3,박찬호,KIA,123,28,16,12,57.1,4,1
4,소크라테스,KIA,132,17,13,4,76.5,10,1
5,이우성,KIA,100,8,7,1,87.5,5,0
6,김선빈,KIA,110,6,5,1,83.3,1,0
6,홍종표,KIA,96,7,5,2,71.4,0,0
8,이창진,KIA,92,7,4,3,57.1,1,0
9,김호령,KIA,57,5,3,2,60.0,1,0
9,서건창,KIA,85,4,3,1,75.0,4,0
11,김규성,KIA,20,1,1,0,100,0,0
11,변우혁,KIA,59,1,1,0,100,0,0
11,최형우,KIA,110,2,1,1,50.0,1,0
14,고종욱,KIA,22,0,0,0,-,0,0
14,곽도규,KIA,1,0,0,0,-,0,0
14,김두현,KIA,1,0,0,0,-,0,0
14,김사윤,KIA,1,0,0,0,-,0,0
14,김승현,KIA,1,0,0,0,-,0,0
14,김태군,KIA,95,0,0,0,-,3,0
14,나성범,KIA,99,0,0,0,-,1,0
14,박민,KIA,16,1,0,1,0.0,0,0
14,박정우,KIA,57,1,0,1,0.0,1,0
14,예진원,KIA,22,0,0,0,-,0,0
14,이형범,KIA,1,0,0,0,-,0,0
14,전상현,KIA,1,0,0,0,-,0,0
14,정해영,KIA,1,0,0,0,-,0,0
14,최지민,KIA,1,0,0,0,-,0,0
14,한승택,KIA,13,0,0,0,-,0,0
14,한준수,KIA,104,0,0,0,-,2,0
14,황대인,KIA,3,0,0,0,-,0,0
14,황동하,KIA,1,0,0,0,-,0,0
