순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,김도영,KIA,116,38,35,3,92.1,5,1
2,최원준,KIA,114,29,21,8,72.4,2,1
3,박찬호,KIA,109,25,15,10,60.0,2,1
4,소크라테스,KIA,118,13,10,3,76.9,8,1
5,이우성,KIA,87,8,7,1,87.5,5,0
6,이창진,KIA,92,7,4,3,57.1,1,0
7,김선빈,KIA,97,4,3,1,75.0,1,0
7,서건창,KIA,81,4,3,1,75.0,4,0
7,홍종표,KIA,83,5,3,2,60.0,0,0
10,김호령,KIA,45,3,2,1,66.7,1,0
11,변우혁,KIA,50,1,1,0,100,0,0
11,최형우,KIA,99,2,1,1,50.0,1,0
13,고종욱,KIA,22,0,0,0,-,0,0
13,곽도규,KIA,1,0,0,0,-,0,0
13,김규성,KIA,8,0,0,0,-,0,0
13,김두현,KIA,1,0,0,0,-,0,0
13,김사윤,KIA,1,0,0,0,-,0,0
13,김승현,KIA,1,0,0,0,-,0,0
13,김태군,KIA,85,0,0,0,-,3,0
13,나성범,KIA,86,0,0,0,-,1,0
13,박민,KIA,16,1,0,1,0.0,0,0
13,박정우,KIA,48,0,0,0,-,1,0
13,예진원,KIA,22,0,0,0,-,0,0
13,이형범,KIA,1,0,0,0,-,0,0
13,전상현,KIA,1,0,0,0,-,0,0
13,정해영,KIA,1,0,0,0,-,0,0
13,최지민,KIA,1,0,0,0,-,0,0
13,한승택,KIA,7,0,0,0,-,0,0
13,한준수,KIA,94,0,0,0,-,2,0
13,황대인,KIA,3,0,0,0,-,0,0
13,황동하,KIA,1,0,0,0,-,0,0
