순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,106,907.1,1.421,15.53
2,김태군,KIA,포수,80,521.2,0.868,9.49
3,김호령,KIA,중견수,41,107.2,0.578,6.32
4,소크라테스,KIA,중견수,43,304.2,0.566,6.19
5,한준수,KIA,포수,86,518.1,0.446,4.88
6,김도영,KIA,3루수,113,938.0,0.265,2.9
7,박정우,KIA,좌익수,9,11.0,0.205,2.24
8,이우성,KIA,좌익수,3,14.0,0.196,2.14
9,박민,KIA,유격수,10,40.0,0.195,2.13
10,서건창,KIA,2루수,31,145.0,0.174,1.9
11,변우혁,KIA,3루수,12,53.0,0.136,1.48
12,이창진,KIA,중견수,1,5.0,0.05,0.55
13,홍종표,KIA,유격수,17,81.0,0.012,0.13
14,이창진,KIA,좌익수,48,267.1,0.008,0.08
15,박정우,KIA,투수,1,1.0,0.0,0.0
16,홍종표,KIA,좌익수,1,2.0,-0.001,-0.01
17,김도영,KIA,유격수,1,2.0,-0.016,-0.18
18,김선빈,KIA,3루수,2,4.0,-0.024,-0.26
19,소크라테스,KIA,우익수,4,11.0,-0.031,-0.34
20,최원준,KIA,중견수,81,548.1,-0.037,-0.41
21,고종욱,KIA,좌익수,7,19.0,-0.039,-0.43
22,황대인,KIA,1루수,2,10.0,-0.044,-0.48
23,홍종표,KIA,2루수,51,143.0,-0.072,-0.79
24,박정우,KIA,중견수,38,86.1,-0.08,-0.87
25,김규성,KIA,유격수,5,11.2,-0.086,-0.94
26,박정우,KIA,우익수,2,11.0,-0.103,-1.13
27,김규성,KIA,3루수,1,5.0,-0.111,-1.21
28,박민,KIA,2루수,4,28.0,-0.14,-1.53
29,한승택,KIA,포수,6,12.0,-0.162,-1.77
30,김두현,KIA,유격수,1,7.0,-0.164,-1.79
31,이우성,KIA,우익수,16,105.0,-0.169,-1.85
32,홍종표,KIA,3루수,13,48.0,-0.222,-2.43
33,김선빈,KIA,2루수,95,736.0,-0.245,-2.68
34,이창진,KIA,우익수,36,172.0,-0.246,-2.69
35,최원준,KIA,우익수,78,327.2,-0.249,-2.73
36,나성범,KIA,우익수,56,425.1,-0.366,-4.0
37,변우혁,KIA,1루수,38,225.0,-0.379,-4.15
38,최형우,KIA,좌익수,13,92.0,-0.398,-4.35
39,서건창,KIA,1루수,47,254.2,-0.482,-5.27
40,소크라테스,KIA,좌익수,95,646.2,-1.048,-11.46
41,이우성,KIA,1루수,71,559.1,-1.324,-14.47
55,김사윤,KIA,투수,23,37.0,nan,nan
55,김규성,KIA,1루수,1,1.0,nan,nan
55,황동하,KIA,투수,20,82.2,nan,nan
55,김승현,KIA,투수,9,11.2,nan,nan
55,박민,KIA,3루수,3,4.0,nan,nan
55,최원준,KIA,1루수,1,1.0,nan,nan
55,김선빈,KIA,1루수,1,1.0,nan,nan
55,정해영,KIA,투수,40,39.0,nan,nan
55,곽도규,KIA,투수,56,44.2,nan,nan
55,전상현,KIA,투수,54,53.0,nan,nan
55,김선빈,KIA,유격수,2,3.0,nan,nan
55,이형범,KIA,투수,13,14.1,nan,nan
55,최지민,KIA,투수,49,40.2,nan,nan
