순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,강승호,doosan,2루수,93,736.2,1.122,12.24
2,박준영,doosan,유격수,56,425.2,0.927,10.11
3,김기연,doosan,포수,59,411.2,0.789,8.6
4,조수행,doosan,좌익수,66,475.2,0.473,5.15
5,정수빈,doosan,중견수,98,809.1,0.416,4.54
6,양의지,doosan,포수,57,468.1,0.328,3.58
7,이유찬,doosan,3루수,15,101.0,0.313,3.41
8,이유찬,doosan,2루수,30,108.2,0.282,3.08
9,허경민,doosan,3루수,87,696.2,0.249,2.71
10,이유찬,doosan,유격수,12,67.0,0.238,2.6
11,김대한,doosan,우익수,27,116.0,0.233,2.54
12,조수행,doosan,우익수,18,89.0,0.165,1.8
13,제러드,doosan,우익수,5,38.0,0.142,1.55
14,전민재,doosan,3루수,28,99.0,0.13,1.42
15,강승호,doosan,1루수,30,133.2,0.109,1.19
16,양찬열,doosan,우익수,6,25.0,0.083,0.9
17,전민재,doosan,유격수,42,270.2,0.065,0.71
18,안승한,doosan,포수,2,9.1,0.037,0.41
19,이유찬,doosan,우익수,2,10.0,0.023,0.25
20,장승현,doosan,포수,9,58.0,0.016,0.18
20,서예일,doosan,유격수,3,5.0,0.016,0.17
22,김태근,doosan,좌익수,8,41.2,0.006,0.06
22,이유찬,doosan,중견수,2,3.0,0.006,0.06
24,장규빈,doosan,포수,2,6.0,0.005,0.05
25,김태근,doosan,우익수,9,17.2,0.003,0.03
26,권휘,doosan,투수,3,2.2,0.0,0.0
26,전다민,doosan,우익수,1,3.0,0.0,0.0
28,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
28,양찬열,doosan,좌익수,2,5.0,-0.001,-0.01
30,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
31,홍성호,doosan,우익수,2,4.0,-0.003,-0.03
32,서예일,doosan,3루수,10,35.0,-0.022,-0.24
33,박준영,doosan,3루수,6,16.0,-0.03,-0.32
34,전다민,doosan,좌익수,7,38.2,-0.031,-0.34
35,박민준,doosan,포수,1,1.0,-0.044,-0.48
36,김대한,doosan,중견수,5,10.0,-0.046,-0.5
37,전다민,doosan,중견수,2,3.0,-0.049,-0.53
38,김인태,doosan,우익수,1,6.0,-0.059,-0.64
39,윤준호,doosan,포수,3,9.0,-0.085,-0.93
40,박계범,doosan,2루수,13,24.0,-0.113,-1.23
41,박계범,doosan,유격수,3,19.0,-0.123,-1.34
42,김인태,doosan,좌익수,7,38.0,-0.138,-1.5
43,김태근,doosan,중견수,6,19.0,-0.145,-1.58
44,제러드,doosan,1루수,1,4.0,-0.148,-1.62
45,전민재,doosan,2루수,14,93.0,-0.16,-1.75
46,양석환,doosan,1루수,97,817.2,-0.217,-2.37
47,조수행,doosan,중견수,21,119.0,-0.227,-2.47
48,김대한,doosan,좌익수,19,80.0,-0.233,-2.54
49,박계범,doosan,3루수,10,15.2,-0.286,-3.12
50,김재환,doosan,좌익수,32,230.1,-0.523,-5.71
51,이유찬,doosan,좌익수,9,52.0,-0.535,-5.83
52,김재호,doosan,유격수,30,176.0,-0.568,-6.2
53,라모스,doosan,우익수,79,654.2,-0.619,-6.75
70,오명진,doosan,2루수,1,1.0,nan,nan
70,김민혁,doosan,1루수,1,1.0,nan,nan
70,박계범,doosan,1루수,1,1.0,nan,nan
70,박정수,doosan,투수,28,29.1,nan,nan
70,이영하,doosan,투수,44,48.1,nan,nan
70,김동주,doosan,투수,14,50.0,nan,nan
70,박치국,doosan,투수,38,34.0,nan,nan
70,전민재,doosan,1루수,1,1.0,nan,nan
70,최지강,doosan,투수,45,41.1,nan,nan
70,정철원,doosan,투수,20,19.0,nan,nan
70,최승용,doosan,투수,4,4.1,nan,nan
70,홍건희,doosan,투수,41,39.0,nan,nan
70,김명신,doosan,투수,32,31.2,nan,nan
70,김민규,doosan,투수,9,14.1,nan,nan
70,김호준,doosan,투수,15,13.1,nan,nan
70,이교훈,doosan,투수,26,28.2,nan,nan
