순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,조수행,두산,129,72,64,8,88.9,2,2
2,정수빈,두산,136,65,52,13,80.0,7,1
3,강승호,두산,140,21,16,5,76.2,3,0
3,이유찬,두산,102,22,16,6,72.7,5,1
5,전민재,두산,99,9,7,2,77.8,4,0
6,양석환,두산,142,8,5,3,62.5,2,0
6,허경민,두산,115,6,5,1,83.3,3,0
8,제러드,두산,37,4,4,0,100,3,0
9,라모스,두산,80,6,3,3,50.0,4,0
10,박준영,두산,64,2,2,0,100,1,0
10,양의지,두산,119,3,2,1,66.7,8,0
10,여동건,두산,8,2,2,0,100,2,0
13,김대한,두산,60,2,1,1,50.0,3,0
13,김재환,두산,135,2,1,1,50.0,1,0
13,박계범,두산,24,1,1,0,100,1,0
13,전다민,두산,24,1,1,0,100,1,0
13,홍성호,두산,15,1,1,0,100,0,0
18,권휘,두산,1,0,0,0,-,0,0
18,김강률,두산,1,0,0,0,-,0,0
18,김기연,두산,95,2,0,2,0.0,3,0
18,김동주,두산,1,0,0,0,-,0,0
18,김명신,두산,3,0,0,0,-,0,0
18,김민규,두산,1,0,0,0,-,0,0
18,김민혁,두산,5,0,0,0,-,0,0
18,김인태,두산,10,0,0,0,-,0,0
18,김재호,두산,57,0,0,0,-,1,0
18,김태근,두산,43,1,0,1,0.0,2,0
18,김택연,두산,1,0,0,0,-,0,0
18,김호준,두산,2,0,0,0,-,0,0
18,류현준,두산,1,0,0,0,-,0,0
18,박민준,두산,4,0,0,0,-,0,0
18,박정수,두산,1,0,0,0,-,0,0
18,박치국,두산,3,0,0,0,-,0,0
18,서예일,두산,24,0,0,0,-,0,0
18,안승한,두산,4,0,0,0,-,0,0
18,양찬열,두산,11,0,0,0,-,0,0
18,오명진,두산,2,0,0,0,-,0,0
18,윤준호,두산,3,0,0,0,-,0,0
18,이교훈,두산,5,0,0,0,-,0,0
18,이병헌,두산,1,0,0,0,-,0,0
18,이영하,두산,2,0,0,0,-,0,0
18,장규빈,두산,3,0,0,0,-,0,0
18,장승현,두산,9,1,0,1,0.0,0,0
18,정철원,두산,2,0,0,0,-,0,0
18,최승용,두산,1,0,0,0,-,0,0
18,최지강,두산,2,0,0,0,-,0,0
18,홍건희,두산,5,0,0,0,-,0,0
