순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,전다민,두산,0.381,2,4,2,2.00,0,0.86,4.59,0.095,5.4,0.353
2,허경민,두산,0.318,35,119,137,0.87,4,1.38,3.69,0.122,69.0,0.285
3,양의지,두산,0.313,33,94,144,0.65,14,0.64,3.67,0.158,70.3,0.286
4,제러드,두산,0.309,21,19,28,0.68,3,0.63,4.19,0.364,29.2,0.358
5,라모스,두산,0.305,32,75,87,0.86,6,0.45,3.72,0.177,52.9,0.283
6,김재호,두산,0.291,5,18,37,0.49,2,0.74,3.98,0.049,13.9,0.255
7,이유찬,두산,0.290,13,46,60,0.77,2,0.50,3.78,0.090,28.2,0.257
8,홍성호,두산,0.286,2,1,2,0.50,0,0.14,3.87,0.143,2.0,0.257
9,김기연,두산,0.285,15,60,65,0.92,2,0.46,3.79,0.106,31.5,0.253
10,강승호,두산,0.284,57,88,119,0.74,8,0.20,3.79,0.190,76.5,0.268
11,정수빈,두산,0.283,27,150,135,1.11,4,1.00,4.11,0.079,76.5,0.259
12,김재환,두산,0.266,46,65,109,0.60,6,0.38,4.08,0.223,79.4,0.282
13,조수행,두산,0.261,5,116,62,1.87,0,0.58,3.58,0.023,41.8,0.219
14,전민재,두산,0.254,8,64,63,1.02,2,0.29,3.65,0.055,22.0,0.214
15,윤준호,두산,0.250,0,1,1,1.00,0,0.00,4.50,0.000,0.2,0.175
15,장규빈,두산,0.250,0,2,0,-,0,0.00,4.75,0.000,0.2,0.175
17,양석환,두산,0.246,55,88,170,0.52,9,0.38,4.06,0.230,74.3,0.261
18,박준영,두산,0.233,17,32,51,0.63,1,0.40,4.37,0.188,25.2,0.25
19,서예일,두산,0.222,0,4,5,0.80,0,0.40,4.80,0.000,1.4,0.191
20,김민혁,두산,0.200,1,0,1,0.00,0,1.00,5.25,0.600,2.1,0.425
20,박계범,두산,0.200,1,3,2,1.50,0,0.71,4.70,0.067,1.7,0.247
20,안승한,두산,0.200,0,1,2,0.50,0,0.00,3.80,0.000,0.1,0.14
20,장승현,두산,0.200,2,8,3,2.67,0,0.40,3.70,0.100,1.4,0.198
24,김인태,두산,0.174,1,9,4,2.25,0,0.29,3.38,0.130,1.9,0.18
25,김대한,두산,0.139,2,15,24,0.63,0,0.32,3.90,0.056,4.1,0.156
26,양찬열,두산,0.125,0,3,3,1.00,1,4.00,4.75,0.000,1.2,0.219
27,김태근,두산,0.087,0,5,6,0.83,0,0.00,4.04,0.000,-0.2,0.108
28,권휘,두산,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
28,김강률,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김동주,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김명신,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김민규,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김택연,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김호준,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박민준,두산,0.000,0,1,1,1.00,0,0.00,3.00,0.000,-0.3,0.0
28,박정수,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박치국,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,여동건,두산,0.000,0,0,0,-,0,0.00,4.00,0.000,0.3,0.0
28,오명진,두산,0.000,0,0,0,-,0,1.00,4.50,0.000,0.2,0.225
28,이교훈,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이병헌,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이영하,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,정철원,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최승용,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최지강,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,홍건희,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
