순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,김혜성,키움,93,29,24,5,82.8,5,1
2,송성문,키움,106,11,11,0,100,3,1
3,도슨,키움,95,4,2,2,50.0,5,0
3,이용규,키움,60,4,2,2,50.0,3,0
3,이주형,키움,79,2,2,0,100,1,0
6,김재현,키움,88,2,1,1,50.0,0,0
6,박수종,키움,50,1,1,0,100,1,0
6,박주홍,키움,7,1,1,0,100,0,0
6,원성준,키움,21,1,1,0,100,0,0
6,이형종,키움,32,1,1,0,100,0,0
6,임병욱,키움,32,1,1,0,100,0,0
12,고영우,키움,80,0,0,0,-,1,0
12,김건희,키움,49,0,0,0,-,0,0
12,김동헌,키움,2,0,0,0,-,0,0
12,김병휘,키움,5,0,0,0,-,0,0
12,김선기,키움,1,0,0,0,-,0,0
12,김수환,키움,2,0,0,0,-,0,0
12,김시앙,키움,6,0,0,0,-,0,0
12,김연주,키움,4,0,0,0,-,0,0
12,김웅빈,키움,11,0,0,0,-,0,0
12,김윤하,키움,1,0,0,0,-,0,0
12,김재웅,키움,2,0,0,0,-,0,0
12,김주형,키움,19,1,0,1,0.0,0,0
12,김태진,키움,55,0,0,0,-,0,0
12,문성현,키움,1,0,0,0,-,0,0
12,박성빈,키움,6,0,0,0,-,0,0
12,박준형,키움,4,0,0,0,-,0,0
12,변상권,키움,49,0,0,0,-,0,0
12,송지후,키움,2,0,0,0,-,0,0
12,신준우,키움,1,0,0,0,-,0,0
12,양지율,키움,1,0,0,0,-,0,0
12,이승원,키움,9,0,0,0,-,0,0
12,이원석,키움,39,0,0,0,-,0,0
12,이재상,키움,35,0,0,0,-,1,0
12,임지열,키움,22,0,0,0,-,0,1
12,장재영,키움,17,0,0,0,-,1,0
12,주성원,키움,24,0,0,0,-,0,0
12,주승우,키움,4,0,0,0,-,0,0
12,최주환,키움,96,1,0,1,0.0,2,0
