순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박경수,KT,0.667,5,3,3,2,2,1,0,0,3,1,0,0,0,0,0,1,0,1.0,0.667,1.667,0,1.0,0.5
2,조대현,KT,0.353,14,23,17,1,6,1,0,0,7,2,3,0,3,0,0,6,0,0.412,0.45,0.862,1,0.2,0.0
3,로하스,KT,0.336,114,530,456,86,153,31,0,27,265,89,0,2,66,6,6,91,8,0.581,0.425,1.006,44,0.302,0.0
4,김민혁,KT,0.319,85,277,248,28,79,10,1,0,91,25,2,2,24,1,1,37,7,0.367,0.378,0.745,21,0.296,0.267
5,강현우,KT,0.308,18,36,26,4,8,1,0,1,12,8,2,0,8,0,0,10,0,0.462,0.471,0.933,2,0.286,0.0
6,천성호,KT,0.293,67,242,222,39,65,8,3,1,82,17,1,1,17,0,1,41,5,0.369,0.344,0.713,17,0.367,0.167
7,강백호,KT,0.292,114,502,449,75,131,20,0,24,223,77,0,2,48,3,3,103,6,0.497,0.363,0.86,38,0.264,0.2
8,신본기,KT,0.291,70,139,110,16,32,3,0,3,44,18,8,2,16,0,3,24,3,0.4,0.389,0.789,4,0.256,1.0
9,배정대,KT,0.281,83,352,302,38,85,21,1,6,126,44,5,7,35,1,3,77,3,0.417,0.354,0.771,22,0.292,1.0
10,안현민,KT,0.278,9,21,18,4,5,0,1,1,10,2,0,1,1,0,1,6,0,0.556,0.333,0.889,1,0.0,0.0
11,김병준,KT,0.273,25,13,11,7,3,0,0,0,3,0,0,0,2,0,0,2,0,0.273,0.385,0.658,1,0.0,0.0
12,김상수,KT,0.271,94,351,306,47,83,12,2,4,111,41,7,1,31,0,6,48,10,0.363,0.349,0.712,18,0.313,0.5
13,심우준,KT,0.263,24,92,80,10,21,1,0,1,25,11,2,0,10,0,0,16,1,0.313,0.344,0.657,5,0.409,0.0
14,장성우,KT,0.262,103,374,324,33,85,14,0,13,138,56,1,4,45,0,0,66,6,0.426,0.349,0.775,24,0.253,0.143
15,황재균,KT,0.262,110,424,390,49,102,19,0,9,148,46,4,1,28,0,1,78,9,0.379,0.312,0.691,28,0.245,0.2
16,문상철,KT,0.251,99,311,267,37,67,6,0,12,109,42,1,2,34,2,7,68,8,0.408,0.348,0.756,15,0.246,0.217
17,박민석,KT,0.25,18,12,12,4,3,0,0,0,3,0,0,0,0,0,0,5,0,0.25,0.25,0.5,0,0.333,0.0
17,안치영,KT,0.25,31,48,44,12,11,0,0,0,11,3,2,0,2,0,0,12,0,0.25,0.283,0.533,2,0.182,0.0
19,조용호,KT,0.248,60,165,149,17,37,5,0,0,42,13,3,0,13,0,0,25,5,0.282,0.309,0.591,8,0.286,0.25
20,오윤석,KT,0.248,51,139,121,19,30,6,1,3,47,15,1,2,14,0,1,30,6,0.388,0.326,0.714,7,0.125,0.333
21,오재일,KT,0.244,80,278,242,29,59,15,1,10,106,36,0,6,29,0,1,79,6,0.438,0.32,0.758,13,0.269,0.294
22,김준태,KT,0.24,23,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0.32,0.367,0.687,0,0.333,0.0
23,권동진,KT,0.222,8,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0.222,0.3,0.522,1,0.333,0.0
23,홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0,3,0,0,7,0,0.333,0.333,0.666,0,1.0,0.0
25,정준영,KT,0.196,36,66,56,8,11,1,0,0,12,2,2,0,8,0,0,15,1,0.214,0.297,0.511,2,0.083,0.0
26,이호연,KT,0.152,23,35,33,2,5,1,0,0,6,0,1,0,1,0,0,8,2,0.182,0.176,0.358,1,0.0,0.125
27,송민섭,KT,0.143,14,10,7,4,1,0,0,0,1,0,0,0,3,0,0,4,0,0.143,0.4,0.543,0,0.25,0.0
28,김건형,KT,0.125,13,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0.167,0.16,0.327,1,0.0,0.0
28,윤준혁,KT,0.125,7,8,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0.125,0.125,0.25,0,0.333,0.0
30,장준원,KT,0.071,17,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0.071,0.278,0.349,0,0.0,0.0
31,강건,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,김민,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,박세진,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,박시영,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,박영현,KT,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,성재헌,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,손동현,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,우규민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,이선우,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,주권,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
