순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박경수,KT,0.667,5,3,3,2,2,1,0,0,3,1,0,0,0,0,0,1,0,1.000,0.667,1.667,0,1.0,0.5
2,조대현,KT,0.444,10,13,9,1,4,1,0,0,5,1,1,0,3,0,0,4,0,0.556,0.583,1.139,1,0.0,0.0
3,심우준,KT,0.356,14,53,45,8,16,1,0,1,20,6,2,0,6,0,0,6,1,0.444,0.431,0.875,4,0.462,0.0
4,로하스,KT,0.340,104,484,412,82,140,29,0,26,247,85,0,2,64,6,6,82,7,0.600,0.434,1.034,41,0.32,0.0
5,신본기,KT,0.309,62,122,94,15,29,3,0,3,41,18,7,2,16,0,3,21,3,0.436,0.417,0.853,4,0.313,1.0
6,강현우,KT,0.308,18,36,26,4,8,1,0,1,12,8,2,0,8,0,0,10,0,0.462,0.471,0.933,2,0.286,0.0
7,강백호,KT,0.304,104,464,414,73,126,20,0,24,218,73,0,2,46,3,2,92,6,0.527,0.375,0.902,38,0.257,0.333
8,김민혁,KT,0.296,76,238,213,19,63,8,1,0,73,23,2,2,20,1,1,32,7,0.343,0.356,0.699,17,0.286,0.267
9,천성호,KT,0.295,60,229,210,38,62,8,3,1,79,17,1,1,16,0,1,37,5,0.376,0.346,0.722,17,0.367,0.0
10,안현민,KT,0.278,9,21,18,4,5,0,1,1,10,2,0,1,1,0,1,6,0,0.556,0.333,0.889,1,0.0,0.0
11,배정대,KT,0.274,73,312,266,36,73,18,1,6,111,38,5,7,31,1,3,68,3,0.417,0.349,0.766,19,0.274,1.0
12,김병준,KT,0.273,25,13,11,7,3,0,0,0,3,0,0,0,2,0,0,2,0,0.273,0.385,0.658,1,0.0,0.0
13,장성우,KT,0.270,96,344,296,31,80,13,0,12,129,54,1,4,43,0,0,62,6,0.436,0.359,0.795,23,0.267,0.154
14,김상수,KT,0.264,86,318,276,44,73,12,2,4,101,40,7,1,29,0,5,44,10,0.366,0.344,0.710,16,0.321,0.5
15,문상철,KT,0.258,91,298,256,36,66,5,0,12,107,42,1,2,32,1,7,67,8,0.418,0.354,0.772,15,0.258,0.25
16,황재균,KT,0.256,102,392,360,44,92,17,0,7,130,39,4,1,26,0,1,74,8,0.361,0.307,0.668,25,0.232,0.25
17,조용호,KT,0.252,58,163,147,17,37,5,0,0,42,13,3,0,13,0,0,25,5,0.286,0.313,0.599,8,0.293,0.286
18,박민석,KT,0.250,11,8,8,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0.250,0.250,0.500,0,0.0,0.0
18,안치영,KT,0.250,31,48,44,12,11,0,0,0,11,3,2,0,2,0,0,12,0,0.250,0.283,0.533,2,0.182,0.0
20,오윤석,KT,0.248,51,139,121,19,30,6,1,3,47,15,1,2,14,0,1,30,6,0.388,0.326,0.714,7,0.125,0.333
21,오재일,KT,0.242,70,237,207,24,50,14,1,8,90,30,0,5,24,0,1,71,6,0.435,0.316,0.751,11,0.273,0.294
22,김준태,KT,0.240,23,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0.320,0.367,0.687,0,0.333,0.0
23,권동진,KT,0.222,8,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0.222,0.300,0.522,1,0.333,0.0
23,홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0,3,0,0,7,0,0.333,0.333,0.666,0,1.0,0.0
25,정준영,KT,0.196,36,66,56,8,11,1,0,0,12,2,2,0,8,0,0,15,1,0.214,0.297,0.511,2,0.083,0.0
26,이호연,KT,0.152,23,35,33,2,5,1,0,0,6,0,1,0,1,0,0,8,2,0.182,0.176,0.358,1,0.0,0.125
27,김건형,KT,0.125,13,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0.167,0.160,0.327,1,0.0,0.0
27,윤준혁,KT,0.125,7,8,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0.125,0.125,0.250,0,0.333,0.0
29,장준원,KT,0.071,17,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0.071,0.278,0.349,0,0.0,0.0
30,강건,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,김민,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,박세진,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,박시영,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,박영현,KT,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,성재헌,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,손동현,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,송민섭,KT,0.000,9,7,4,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0.000,0.429,0.429,0,0.0,0.0
30,우규민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,이선우,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
30,주권,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
