순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
2,레이예스,롯데,0.351,39,116,93,1.25,9,0.52,3.81,0.151,74.0,0.302
3,손호영,롯데,0.324,29,53,59,0.90,3,0.31,3.28,0.239,41.9,0.308
4,황성빈,롯데,0.315,14,78,53,1.47,1,0.60,3.79,0.108,43.4,0.274
5,고승민,롯데,0.315,30,76,87,0.87,4,0.55,3.95,0.162,52.7,0.286
6,나승엽,롯데,0.312,32,63,67,0.94,5,0.76,4.12,0.171,53.2,0.306
7,이정훈,롯데,0.309,7,25,15,1.67,1,0.61,4.13,0.086,12.2,0.271
8,윤동희,롯데,0.296,37,100,96,1.04,3,0.62,4.23,0.148,61.8,0.278
9,전준우,롯데,0.289,29,69,74,0.93,2,0.56,3.74,0.195,44.0,0.283
10,정훈,롯데,0.265,23,56,62,0.90,4,0.65,3.98,0.191,35.3,0.27
11,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
12,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
13,박승욱,롯데,0.256,21,64,62,1.03,3,0.37,3.92,0.107,36.0,0.246
14,최항,롯데,0.244,4,36,31,1.16,2,0.31,4.10,0.038,10.3,0.207
15,장두성,롯데,0.227,0,8,4,2.00,0,0.60,3.67,0.000,3.1,0.223
16,정보근,롯데,0.219,3,26,26,1.00,0,0.09,3.49,0.083,5.0,0.181
17,김민석,롯데,0.211,4,21,19,1.11,1,0.10,3.46,0.066,3.9,0.186
18,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
18,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
20,손성빈,롯데,0.194,10,27,32,0.84,1,0.32,4.22,0.194,10.4,0.213
21,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
22,오선진,롯데,0.188,1,3,3,1.00,0,0.29,3.70,0.063,2.0,0.22
23,노진혁,롯데,0.176,3,21,28,0.75,0,0.48,3.93,0.035,6.1,0.176
24,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
25,서동욱,롯데,0.143,1,2,6,0.33,0,0.00,3.80,0.071,0.4,0.144
25,신윤후,롯데,0.143,0,5,10,0.50,1,0.33,4.20,0.000,0.5,0.148
27,김강현,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김상수,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
27,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이호준,롯데,-,0,0,0,-,0,-,6.00,-,0.3,0.45
27,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
27,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
27,현도훈,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
