순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이재현,samsung,유격수,97,782.1,1.91,21.31
2,김지찬,samsung,중견수,111,816.0,1.106,12.34
3,강민호,samsung,포수,116,775.0,1.093,12.2
4,김영웅,samsung,유격수,38,304.2,1.012,11.29
5,이성규,samsung,우익수,48,280.1,0.791,8.83
6,김현준,samsung,우익수,36,211.1,0.64,7.14
7,전병우,samsung,3루수,40,236.1,0.551,6.15
8,디아즈,samsung,1루수,11,93.0,0.327,3.64
9,강한울,samsung,3루수,9,41.0,0.326,3.63
10,김동진,samsung,2루수,23,91.0,0.311,3.47
11,김영웅,samsung,3루수,78,576.1,0.303,3.38
12,맥키넌,samsung,1루수,50,423.1,0.278,3.1
13,김재혁,samsung,좌익수,5,23.0,0.273,3.04
14,김호진,samsung,3루수,12,47.0,0.22,2.45
15,김태훈,samsung,우익수,4,20.0,0.197,2.19
16,이병헌,samsung,포수,80,367.2,0.177,1.98
17,김성윤,samsung,우익수,9,59.1,0.175,1.95
18,양우현,samsung,2루수,5,32.0,0.164,1.82
19,김재상,samsung,2루수,32,205.1,0.139,1.56
20,김헌곤,samsung,우익수,42,258.1,0.134,1.49
21,윤정빈,samsung,우익수,40,250.1,0.131,1.46
22,안주형,samsung,3루수,2,3.0,0.124,1.39
23,이성규,samsung,좌익수,7,30.0,0.087,0.97
23,류승민,samsung,우익수,4,7.0,0.087,0.97
25,전병우,samsung,1루수,3,18.0,0.065,0.73
26,윤정빈,samsung,1루수,6,29.0,0.059,0.66
26,김현준,samsung,중견수,27,112.1,0.059,0.65
28,김영웅,samsung,2루수,7,35.0,0.056,0.63
29,김재혁,samsung,1루수,4,31.0,0.05,0.56
29,양도근,samsung,유격수,4,21.0,0.05,0.56
31,김성윤,samsung,중견수,21,83.1,0.047,0.53
32,이창용,samsung,1루수,3,22.0,0.042,0.47
33,김재상,samsung,3루수,2,3.0,0.03,0.34
34,구자욱,samsung,우익수,4,37.1,0.017,0.19
35,공민규,samsung,1루수,2,5.0,0.015,0.17
36,양우현,samsung,3루수,1,2.0,0.007,0.08
37,양도근,samsung,2루수,4,25.0,0.006,0.06
38,김민수,samsung,포수,2,3.0,0.003,0.03
39,김호진,samsung,2루수,1,2.0,0.002,0.02
40,카데나스,samsung,좌익수,1,1.0,-0.001,-0.01
41,김헌곤,samsung,좌익수,61,292.0,-0.01,-0.11
42,윤정빈,samsung,좌익수,7,31.2,-0.018,-0.2
42,김재혁,samsung,중견수,6,18.0,-0.018,-0.2
44,박병호,samsung,1루수,27,222.2,-0.028,-0.32
45,김도환,samsung,포수,1,6.0,-0.03,-0.34
46,김동진,samsung,3루수,6,25.0,-0.037,-0.41
47,김재성,samsung,1루수,1,5.0,-0.038,-0.42
48,김지찬,samsung,2루수,10,14.0,-0.055,-0.62
49,김호진,samsung,유격수,8,23.0,-0.062,-0.7
50,류지혁,samsung,3루수,27,173.1,-0.077,-0.86
51,류지혁,samsung,1루수,13,44.2,-0.08,-0.89
52,김태훈,samsung,좌익수,3,11.2,-0.084,-0.93
53,김재성,samsung,포수,7,29.0,-0.098,-1.09
54,이성규,samsung,1루수,38,200.1,-0.1,-1.11
55,오재일,samsung,1루수,12,84.2,-0.11,-1.22
55,카데나스,samsung,우익수,5,33.2,-0.11,-1.23
57,공민규,samsung,3루수,9,33.0,-0.113,-1.26
58,이창용,samsung,3루수,1,4.0,-0.121,-1.35
58,김재혁,samsung,우익수,11,23.0,-0.121,-1.35
60,류지혁,samsung,2루수,64,404.0,-0.125,-1.39
61,김현준,samsung,좌익수,8,49.1,-0.126,-1.4
62,안주형,samsung,유격수,11,45.2,-0.144,-1.61
63,구자욱,samsung,좌익수,91,734.0,-0.171,-1.91
64,김헌곤,samsung,중견수,5,16.0,-0.174,-1.94
65,이성규,samsung,중견수,24,135.0,-0.197,-2.2
66,김성윤,samsung,좌익수,1,8.0,-0.21,-2.34
67,맥키넌,samsung,3루수,6,36.2,-0.233,-2.6
68,강한울,samsung,2루수,8,25.0,-0.248,-2.76
69,안주형,samsung,2루수,67,347.1,-0.377,-4.21
82,최지광,samsung,투수,33,36.0,nan,nan
82,카데나스,samsung,중견수,1,0.0,nan,nan
82,이상민,samsung,투수,29,26.2,nan,nan
82,김재상,samsung,유격수,1,1.0,nan,nan
82,김대우,samsung,투수,30,34.0,nan,nan
82,김호진,samsung,1루수,1,1.0,nan,nan
82,강한울,samsung,1루수,1,1.0,nan,nan
82,김태훈,samsung,투수,49,46.1,nan,nan
82,강한울,samsung,유격수,3,3.0,nan,nan
82,오승환,samsung,투수,54,51.0,nan,nan
82,육선엽,samsung,투수,6,10.0,nan,nan
82,김재윤,samsung,투수,60,63.0,nan,nan
