순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,79,607.1,1.244,13.54
2,박성한,SSG,유격수,100,841.0,1.117,12.15
3,오태곤,SSG,1루수,52,221.2,0.734,7.99
4,정준재,SSG,2루수,25,161.1,0.389,4.23
5,김성현,SSG,3루수,14,94.0,0.378,4.11
6,최경모,SSG,2루수,20,72.2,0.273,2.97
7,김찬형,SSG,유격수,1,3.0,0.064,0.7
8,정준재,SSG,3루수,16,73.2,0.057,0.62
9,정현승,SSG,좌익수,4,20.0,0.055,0.6
10,강진성,SSG,1루수,2,9.0,0.048,0.53
11,최준우,SSG,3루수,4,6.0,0.047,0.51
12,하재훈,SSG,중견수,2,3.0,0.043,0.47
12,최상민,SSG,우익수,7,11.2,0.043,0.47
14,정준재,SSG,유격수,3,5.2,0.039,0.43
15,고명준,SSG,1루수,79,584.0,0.035,0.38
16,김창평,SSG,우익수,1,4.0,0.029,0.32
17,강진성,SSG,좌익수,1,3.0,0.028,0.3
18,오태곤,SSG,3루수,2,5.0,0.015,0.16
19,최상민,SSG,중견수,1,1.0,0.0,0.0
19,문승원,SSG,투수,39,40.2,0.0,0.0
21,정현승,SSG,우익수,7,34.0,-0.001,-0.01
22,김찬형,SSG,2루수,2,11.0,-0.003,-0.04
23,추신수,SSG,우익수,6,35.0,-0.006,-0.06
24,최민창,SSG,우익수,3,4.0,-0.009,-0.1
25,오태곤,SSG,중견수,10,42.0,-0.015,-0.16
26,김민식,SSG,포수,33,224.2,-0.025,-0.27
27,안상현,SSG,2루수,28,176.0,-0.039,-0.43
28,김찬형,SSG,3루수,2,10.0,-0.077,-0.84
29,오태곤,SSG,좌익수,10,37.2,-0.093,-1.01
30,최경모,SSG,3루수,19,60.0,-0.102,-1.11
31,김성현,SSG,2루수,23,108.0,-0.111,-1.2
32,최경모,SSG,유격수,9,20.0,-0.112,-1.22
33,박지환,SSG,2루수,44,332.2,-0.119,-1.3
34,최준우,SSG,2루수,10,47.0,-0.14,-1.53
35,최정,SSG,3루수,86,657.0,-0.169,-1.84
36,오태곤,SSG,우익수,9,44.0,-0.175,-1.91
37,조형우,SSG,포수,14,76.2,-0.206,-2.24
38,한유섬,SSG,좌익수,3,11.0,-0.21,-2.29
39,에레디아,SSG,좌익수,78,645.0,-0.231,-2.51
40,전의산,SSG,1루수,16,94.0,-0.304,-3.31
41,김성현,SSG,유격수,9,39.0,-0.307,-3.34
42,최지훈,SSG,중견수,102,861.2,-0.317,-3.45
43,하재훈,SSG,좌익수,26,188.0,-0.363,-3.95
44,한유섬,SSG,우익수,64,507.0,-0.889,-9.68
45,하재훈,SSG,우익수,40,269.0,-1.926,-20.97
56,최민창,SSG,좌익수,2,3.0,nan,nan
56,박지환,SSG,3루수,1,1.0,nan,nan
56,최민창,SSG,중견수,1,1.0,nan,nan
56,최상민,SSG,좌익수,1,1.0,nan,nan
56,박민호,SSG,투수,19,22.2,nan,nan
56,안상현,SSG,3루수,1,1.0,nan,nan
56,한두솔,SSG,투수,44,43.2,nan,nan
56,조병현,SSG,투수,55,52.0,nan,nan
56,이로운,SSG,투수,48,47.0,nan,nan
56,고명준,SSG,3루수,1,1.0,nan,nan
